sfid,meid,line_start,col_start,line_end,col_end
11310167,406495918,71,0,71,1
11310563,406630893,126,20,126,21
11310719,408869076,22,1,22,2
11311318,406453669,48,5,48,5
11314155,406611643,31,7,31,17
11314752,406632633,17,8,17,13
11315276,406672972,95,4,95,11
11317619,407078756,20,0,20,1
11317827,408714525,10,0,10,1
11317885,406796742,20,5,20,5
11319064,406773838,43,20,43,23
11319072,406767666,19,8,19,9
1131930,32189876,16,4,16,5
11319411,406802255,18,20,18,22
1132068,32208965,52,8,52,9
11321816,431627290,49,1,49,1
11323418,407207592,8,4,8,10
11326371,412084312,111,76,111,77
11326881,407114744,17,0,17,1
11326972,407173140,35,15,35,17
11326975,411489306,50,40,50,43
11327472,409737805,26,41,26,42
11327565,407221039,15,76,15,82
11327704,409729124,37,1,37,2
1132807,33206903,55,4,55,5
11330907,407540842,6,7,6,14
11331222,407387088,20,51,20,52
11331307,407406251,15,8,15,14
11331588,410141943,43,52,43,53
11331588,411054153,128,38,128,49
11331765,407464390,50,73,50,74
11332423,407406827,16,19,16,20
11332615,407402348,87,19,87,23
1133512,32272042,37,42,37,43
11335441,407500251,8,8,8,14
11336700,413702212,88,4,88,11
11337694,407625737,7,0,7,6
11337860,407604605,68,8,68,9
11338485,407636185,27,8,27,9
11339733,412917424,45,5,45,5
11339776,413479410,23,4,23,5
11340990,407698503,35,8,35,13
11342080,407752199,30,6,30,6
11343605,407811671,54,51,54,52
11345264,407900361,17,6,17,8
11346391,407885726,18,4,18,5
11347208,408003853,54,4,54,5
11348060,407993521,84,93,84,94
11348084,408170304,11,12,11,18
11348345,410629216,13,48,13,49
11348524,408137111,195,39,195,47
11348701,408026974,11,8,11,9
11349193,408524990,23,196,23,197
11350182,408050827,36,4,36,10
11350639,408121621,94,16,94,22
11353549,444046350,9,4,9,5
11354303,410884447,42,0,42,1
11355078,408311378,20,4,20,5
11356115,408438102,29,24,29,25
11356195,408402706,42,34,42,35
11358514,422191926,15,4,15,13
11359668,408443517,29,4,29,5
11360753,408501037,6,7,6,10
11361533,408631579,71,1,71,1
11361799,408552550,14,98,14,99
11362315,408672083,73,12,73,16
11362446,408623224,19,32,19,33
11363020,408597320,16,8,16,14
11364393,408694947,52,13,52,15
11364430,408751108,75,1,75,1
11365602,408705154,36,42,36,43
11365915,408763691,8,0,8,6
11366249,408749373,52,60,52,61
11366889,408773361,8,3,8,9
11366963,408766058,23,2,23,3
11367045,408771852,11,12,11,13
11367458,408782918,1,19,1,20
11367644,410039689,169,25,169,26
11367673,408810915,116,5,116,11
11368000,408805419,9,19,9,26
11369176,408888473,55,8,55,15
11369194,409234999,49,2,49,11
11369578,408907440,19,16,19,22
1137251,32361282,53,4,53,9
11374955,409111230,28,0,28,0
11375792,409220571,22,8,22,11
11379330,409358353,13,4,13,4
11380167,409434765,160,59,160,79
11380233,409350638,11,1,11,1
11383717,409661474,39,0,39,0
11385461,423017121,32,0,32,1
1138675,32453649,51,25,51,26
1138732,32425173,22,34,22,35
1138810,32418107,15,8,15,9
11388234,414443889,19,8,19,10
11388702,412230027,28,8,28,14
11389302,412285625,23,73,23,74
11389697,418230452,38,20,38,21
11389740,414589131,18,8,18,12
1139063,33635855,12,4,12,5
1139100,45850134,62,4,62,5
11391446,409915488,41,4,41,5
1139190,32438598,38,37,38,38
11392048,409858342,29,6,29,7
11393422,423346327,22,9,22,20
1139366,37562211,23,48,23,58
11395721,414633775,33,65,33,72
11396536,410191543,13,20,13,25
11397319,410107909,7,4,7,7
11398151,414897412,56,33,56,34
11398360,414935942,169,12,169,13
11398969,410232796,4,27,4,28
1139955,40752589,54,1,54,1
11400410,437780054,41,65,41,66
11405681,410591903,20,6,20,7
11407140,410636492,37,7,37,12
114074,2456590,20,46,20,47
1140750,32559122,77,0,77,0
11407853,423658329,123,12,123,13
11408127,410652304,25,5,25,5
11408275,447492667,46,36,46,37
11408685,410682323,23,1,23,1
11408687,410683380,5,1,5,1
11408960,410717347,36,58,36,64
11409060,452580988,137,9,137,9
11412418,410913381,20,7,20,8
11413915,410949267,16,40,16,43
11416668,412611783,142,16,142,24
11416747,411110307,28,44,28,45
11417095,411120003,24,5,24,12
1141730,32550084,20,0,20,1
11417636,411121180,33,1,33,7
1141775,32550631,27,36,27,41
11421290,411234693,10,1,10,7
11421636,419784413,13,24,13,25
11422045,411556339,38,16,38,17
11423706,411410557,33,8,33,9
1142466,32617520,32,4,32,5
11426309,411427381,76,8,76,9
11427348,411475589,25,1,25,1
11427495,451695638,24,43,24,44
11427977,411500707,31,1,31,1
11429893,411590998,9,1,9,1
1143161,32620993,13,37,13,38
11432750,413243343,11,12,11,13
11433286,412977279,14,0,14,6
11433887,411807658,6,30,6,31
11434318,411807727,32,4,32,10
11434695,411834949,17,5,17,5
11435714,411933793,18,1,18,1
11436515,411915039,156,8,156,11
1143771,51695505,136,0,136,1
1143869,43182382,75,77,75,78
11439717,412135836,139,50,139,51
11440396,420564293,16,18,16,20
11440836,412109538,19,72,19,73
11441177,412104194,30,4,30,5
11442025,412150314,11,3,11,3
11442978,413154248,42,12,42,13
11443292,412210702,79,34,79,35
11443528,414747840,39,6,39,12
11443846,412223875,39,1,39,1
11444407,412421295,64,1,64,1
11446073,412333586,29,8,29,9
11446733,412323923,22,102,22,106
11448799,412448086,42,0,42,1
11448834,413099790,65,26,65,30
11448882,412416463,23,61,23,65
11449227,412425189,3,22,3,23
11449588,413823014,71,1,71,1
11449929,416579219,147,8,147,13
11451524,412638183,23,5,23,7
11452860,412686075,23,8,23,9
11453916,412643614,17,5,17,5
11454328,412674975,14,42,14,42
11454684,412688448,22,4,22,4
11454873,451776250,80,31,80,32
11455221,418577876,83,12,83,13
11455570,412786728,27,29,27,30
11458159,412837146,15,8,15,9
11459730,419017744,30,34,30,35
11460157,413027733,233,8,233,14
11461098,413090732,33,16,33,17
11462023,413038073,10,22,10,28
11463833,413121835,7,76,7,80
1146607,40012971,47,8,47,15
11466910,414677184,248,0,248,1
11466910,415906565,229,16,229,20
11467050,413283594,19,42,19,43
11468054,413432608,16,7,16,8
11469490,413420344,6,4,6,10
11470482,413453435,16,0,16,1
11470482,413460731,9,9,9,10
11472774,413559695,42,12,42,14
11473603,413587102,17,12,17,13
11473808,413596411,28,68,28,69
11473933,413586203,25,0,25,0
11474374,413600426,24,1,24,1
11474500,413596660,27,1,27,1
1147525,32764567,111,13,111,14
11477272,413781927,89,5,89,13
11479846,413866074,7,20,7,26
11479846,421402426,36,4,36,11
11480168,413886850,78,13,78,15
1148097,32800533,69,1,69,2
11483038,413918712,59,11,59,12
11483618,417664284,89,4,89,5
11483618,434926951,91,86,91,101
11483845,413965813,10,9,10,15
1148457,372950730,117,8,117,9
11485487,414178330,33,3,33,9
11486333,414096314,18,48,18,49
11486492,414122199,31,8,31,14
1148660,33154234,66,4,66,5
11486619,414097087,444,0,444,1
11486799,414190552,143,12,143,13
11494386,414675278,44,2,44,2
1149566,32936631,93,40,93,45
11495868,418277409,14,30,14,32
11498314,414638393,82,4,82,5
11498473,419757341,35,8,35,14
11498700,414622090,15,6,15,7
11498797,414669091,18,46,18,47
11499120,414634008,55,2,55,8
11499842,414770296,56,10,56,11
11499924,418531207,5,4,5,10
11500129,414752613,38,16,38,17
11501247,414768265,41,5,41,5
1150145,42974726,93,71,93,72
1150174,32879389,9,1,9,1
11502944,414819019,6,24,6,30
11503059,415070702,50,8,50,9
11504561,414914371,40,2,40,3
11505875,414965679,32,9,32,10
11506506,417323712,159,105,159,106
11506544,414989207,90,4,90,5
11509162,419534032,98,46,98,48
11509162,442769041,71,84,71,85
11509472,415139190,14,4,14,5
11509968,423141528,25,11,25,17
11511268,415549663,10,8,10,11
11517911,415472117,29,15,29,16
11518084,415510359,38,116,38,117
1151858,32945356,30,0,30,6
11518739,427802897,113,58,113,67
11520477,415584920,65,3,65,3
11521773,415745394,38,8,38,26
11524215,415813518,37,34,37,35
1152460,32987340,16,18,16,19
11527279,415837330,17,9,17,14
11527970,419263403,39,63,39,67
11529535,415954888,23,5,23,5
1153087,34034438,93,44,93,45
11531311,424452593,228,34,228,35
11531710,416058369,236,22,236,34
11532976,416107238,12,0,12,1
1153444,33039320,45,0,45,0
1153733,34197580,16,27,16,30
11538301,416270226,17,8,17,11
1153876,33059738,40,1,40,1
11539381,416336662,19,28,19,29
11541519,416364283,79,29,79,30
11543647,429830599,27,4,27,5
11544974,416519001,17,1,17,1
11545290,416485654,18,8,18,11
11545655,416490667,58,16,58,17
11546243,416533801,26,8,26,11
11547322,416553430,12,3,12,8
11548290,416619665,13,15,13,18
11550993,421494456,51,12,51,13
11551731,416783511,39,8,39,14
11552242,416788254,32,15,32,18
11554105,465737367,8,8,8,11
1155691,33144242,19,27,19,28
11557003,418243849,27,0,27,1
11557402,417230541,46,3,46,4
11557910,417049912,8,24,8,25
11558539,419557724,45,8,45,9
11558731,417089235,16,4,16,5
11559129,426645995,58,18,58,20
11559456,426749933,37,8,37,12
11559561,426648138,183,8,183,9
11559561,429613796,37,17,37,23
11560237,417158427,9,0,9,5
11560571,417206883,43,13,43,19
11561289,417209824,14,1,14,1
11564395,417325918,83,8,83,9
11564646,417378388,11,14,11,15
11564646,417403741,20,28,20,32
11564710,418341602,167,3,167,4
11565326,419976450,1,0,1,7
11565764,417374121,6,2,6,5
11567239,417483007,18,12,18,16
1156866,34882254,54,10,54,16
11570503,417569492,3,6,3,7
11572416,431196526,114,14,114,16
11572917,417711027,16,8,16,11
11573261,417693273,3,0,3,6
11574414,417719618,19,0,19,1
11575651,422046630,51,18,51,19
11575999,417833093,16,67,16,68
11576877,417833506,46,8,46,14
11581896,418043956,20,28,20,32
1158234,35254842,21,0,21,1
11585052,423018097,36,0,36,1
11585064,427491244,27,73,27,74
11585552,418094099,66,0,66,1
11588258,420675431,53,26,53,27
1158937,33251383,93,0,93,1
11590929,420433433,35,57,35,58
1159103,33294340,40,61,40,65
11591078,428051176,8,19,8,21
11591621,423153221,21,55,21,86
11592158,423140097,24,2,24,3
11595151,418434243,20,58,20,59
11597415,425542764,48,8,48,9
11598598,418587596,20,4,20,5
11599821,422186401,29,9,29,13
11600275,418642292,12,40,12,41
11602222,437584926,25,8,25,12
116024,2506903,24,40,24,41
11603415,418783475,19,5,19,11
11603852,430572806,7,40,7,41
11605610,419030277,35,4,35,5
11607202,419029700,14,29,14,30
11607793,419066684,25,8,25,9
11607903,418977369,9,12,9,18
11608095,422013961,45,8,45,9
11608533,418996584,3,59,3,60
11608944,425819616,75,25,75,26
1160998,33335086,23,0,23,0
11611340,419201168,14,0,14,1
11612019,419164527,73,8,73,14
11613382,419197605,76,7,76,7
11613568,419256010,6,48,6,52
11613870,419320439,41,1,41,1
11614513,419249808,12,1,12,1
11614604,419303203,29,8,29,11
11615089,419304317,32,22,32,42
11615538,419298353,22,41,22,42
11615808,419396625,135,8,135,14
11616139,419585568,74,29,74,30
11616942,419361361,26,0,26,1
11619109,420403297,41,95,41,96
11619734,419498286,46,12,46,12
11622240,430651768,175,0,175,1
11622431,419581691,27,1,27,1
11626920,422571233,37,12,37,23
11627076,433453538,23,1,23,1
11629716,419867990,27,4,27,5
11629839,430926235,8,1,8,1
11630492,419845401,8,0,8,6
11631458,419916133,18,27,18,39
11632165,419927375,34,23,34,26
11633009,420033400,56,8,56,9
11634194,420001789,10,8,10,14
11634536,421647014,29,4,29,5
11634582,420039907,22,6,22,6
1163475,33410608,6,21,6,22
11635107,423105440,78,8,78,9
11635870,420099440,26,15,26,16
11636446,420118926,17,36,17,37
11636864,420220880,50,4,50,8
1163741,33422034,9,69,9,70
11638172,420269589,9,4,9,10
11638468,420505669,34,1,34,1
11638737,420379967,122,16,122,17
11639944,420377045,143,1,143,1
11640036,425204201,44,0,44,1
11640068,432296176,88,23,88,24
11640143,420301404,67,68,67,69
11641151,422743356,28,9,28,14
11641723,420371916,17,0,17,1
11641825,422864257,14,25,14,26
11641918,422629674,23,0,23,1
11642730,420332836,19,15,19,18
11642938,420369377,17,2,17,2
11642943,420479413,76,41,76,42
11643730,431606057,82,74,82,84
11644111,422671508,33,3,33,4
11644363,420422305,13,23,13,24
11644632,420581825,56,0,56,1
11645089,420471765,10,43,10,44
11646130,420523643,54,5,54,5
11646423,420562536,10,0,10,1
11647565,420562060,156,8,156,8
11647809,420580669,20,1,20,1
11650882,424658255,30,0,30,1
11651797,438763736,16,1,16,2
11651890,420763586,50,52,50,53
11652764,420814410,14,28,14,29
11652960,420845819,43,4,43,5
11654121,423665977,38,48,38,49
11655254,420917519,19,8,19,13
11656020,420939233,35,8,35,16
11656357,420942751,8,8,8,11
11656768,425526128,22,11,22,11
11657469,421139553,39,0,39,1
11657702,420995356,23,1,23,1
11658208,421027519,32,8,32,11
11658755,434434318,42,12,42,21
11658979,425655473,13,17,13,21
11659687,421088143,28,8,28,9
11660618,421626764,113,9,113,10
11661218,423567866,23,40,23,41
11661355,432289686,57,46,57,50
11664402,421337014,38,19,38,20
11665956,423867584,39,8,39,9
11665960,432704272,182,8,182,14
11666587,421386611,17,0,17,1
11668111,426217470,52,12,52,18
11669261,421749811,69,5,69,5
11669455,421540101,67,1,67,1
11669729,421702444,6,4,6,10
11670325,421538364,8,5,8,5
11670939,421610814,16,55,16,56
1167106,33529986,14,1,14,1
11671865,421606462,23,0,23,0
11672245,421629012,28,0,28,1
11672400,421642359,65,0,65,1
11672622,421660362,36,4,36,5
11672764,423983889,34,45,34,49
11675028,421746266,6,8,6,11
11675729,421785625,18,0,18,1
11676556,422822929,14,18,14,19
11678380,421956717,4,12,4,16
11678772,422439060,59,8,59,14
11679419,428944088,86,40,86,41
1168274,33606820,71,8,71,23
11686830,423901887,64,0,64,1
11686985,433263185,27,4,27,5
11687891,422317458,12,7,12,11
11687964,422339225,9,2,9,2
11688176,422308512,13,23,13,24
1168969,33619434,98,0,98,1
11691292,446020746,56,132,56,133
11692119,422498724,73,28,73,29
1169421,33607900,15,0,15,1
1169548,33659094,19,39,19,40
11696669,425017409,24,8,24,9
11696777,422854002,9,19,9,26
116968,2525905,16,66,16,71
11697176,422763050,88,14,88,15
11697494,422708500,16,37,16,38
11697533,422728660,17,36,17,39
11699784,426877021,43,4,43,4
11699980,422835270,40,3,40,3
11699989,425050282,43,8,43,14
11700906,422836837,8,7,8,11
11701588,422855289,19,70,19,71
11702572,448785014,38,5,38,5
11702872,423360867,164,8,164,14
11703267,432203219,63,24,63,30
11704986,423175245,28,16,28,22
11708249,423256389,19,0,19,0
11708593,446579909,36,75,36,76
11708851,423203749,43,8,43,9
1170984,33680653,29,11,29,14
11711309,423226781,21,0,21,1
11712179,437764060,78,3,78,3
11713785,423449235,45,5,45,6
11714668,423373442,12,36,12,37
11714970,423397336,20,8,20,12
11715039,423420364,17,4,17,5
11715949,423433348,6,2,6,8
11716673,423476150,15,7,15,7
11717931,423520623,20,4,20,5
11718387,428029853,22,1,22,1
11718552,443690074,133,16,133,17
11719786,432356001,52,4,52,10
11720004,423662994,34,12,34,16
11720751,442448109,20,20,20,21
11721952,423686476,15,8,15,11
11722314,423755660,17,5,17,6
11723117,426005599,48,136,48,137
1172365,33814515,22,12,22,18
11724176,437150411,243,8,243,9
1172535,33778633,33,8,33,22
11728669,423987961,43,0,43,1
11728751,429228712,45,35,45,45
11730718,424097345,31,4,31,5
11731256,429295502,77,69,77,70
11731405,424130243,104,22,104,23
11732805,424186020,17,20,17,21
11732919,424313368,32,7,32,8
1173323,36559233,42,4,42,5
11734171,429379259,99,1,99,1
11735476,424350991,42,50,42,52
11737135,424379797,17,4,17,10
11737524,424406962,38,12,38,16
11737599,425823349,182,0,182,1
11737695,424555174,15,12,15,18
11738008,430413218,15,37,15,38
11741576,426849142,34,4,34,5
11741926,424567288,15,16,15,24
11742472,427128399,18,4,18,5
11742792,424634429,224,8,224,11
1174400,33853975,42,47,42,50
11744640,424647335,13,8,13,9
11744794,424655798,28,34,28,35
11746454,424712136,24,0,24,1
11749325,424866096,54,4,54,5
11751395,424986301,32,1,32,1
11752040,436855408,46,0,46,1
11752336,425920815,90,4,90,5
11752489,433463215,39,8,39,9
11753715,432846761,53,10,53,11
11754130,425015664,18,4,18,5
11754982,425168453,16,12,16,17
11755935,427962622,65,0,65,1
11756133,425182164,23,0,23,1
11756199,425142100,33,46,33,47
11759538,425245281,24,0,24,1
11760197,434706289,118,8,118,8
11760552,425323333,16,27,16,28
11763844,460291854,10,24,10,25
11765924,434702526,62,5,62,6
11766530,425628822,22,8,22,14
11767591,425678623,42,2,42,3
11768047,426205711,165,8,165,10
11768371,425785744,62,1,62,1
11769250,425731348,64,0,64,1
11769516,446912257,40,4,40,10
11769845,425740123,43,3,43,4
11770098,425774958,45,26,45,27
11771828,425841910,19,0,19,1
11772294,425850695,21,63,21,64
11772823,432770799,195,0,195,1
11773354,452525801,29,9,29,10
11773417,425907473,26,0,26,1
11775140,426021764,25,4,25,7
11776390,437782808,31,78,31,79
11777174,426051255,62,0,62,1
11778164,440545415,22,28,22,34
11778607,426105816,9,30,9,33
1177935,33984324,36,55,36,56
1177957,33980089,16,23,16,24
11779811,426261137,71,21,71,22
11782901,426309641,8,43,8,44
11783882,426392463,45,17,45,17
11786641,426523571,109,5,109,6
11787236,429609338,86,19,86,20
11787770,426563660,44,12,44,16
117888,2550967,16,2,16,2
11789443,427517851,18,56,18,57
11789702,426696375,11,8,11,14
1179098,34002265,35,24,35,35
11792539,433042131,56,4,56,5
11792562,426815516,17,23,17,24
11795515,426915240,32,4,32,5
11795653,426915331,9,27,9,28
1179577,34009171,19,5,19,5
11796171,426926061,8,1,8,1
11796477,426959324,65,4,65,5
11796870,426956982,4,40,4,42
1179915,34118202,83,3,83,3
11800620,427078357,6,31,6,32
11800795,427234434,52,0,52,0
11800879,427114448,40,8,40,9
11801926,427125053,53,8,53,13
11803491,466485755,102,1,102,1
11803679,427197873,16,52,16,57
11804530,427235740,15,27,15,33
11804781,427259714,45,33,45,34
11805424,429555694,229,8,229,13
11806617,429661141,12,63,12,64
11806843,453125049,9,0,9,6
11807460,428007978,17,4,17,11
11807637,429513499,39,8,39,9
11809507,427527748,36,23,36,37
11810624,427604018,70,8,70,9
11811199,434604087,7,2,7,3
11811679,427636225,30,4,30,5
11816375,427827428,27,8,27,12
11816404,427813412,27,24,27,25
11816858,427770384,57,37,57,38
11817617,428440984,18,53,18,56
1181803,34120359,20,1,20,1
11818797,428248632,16,63,16,64
11819480,428903629,12,2,12,8
11820543,427964676,22,8,22,10
11821534,429023687,39,64,39,65
11821762,432635760,31,51,31,61
11822839,428091509,142,8,142,9
11823390,428060214,18,1,18,1
11823416,428119478,19,4,19,5
11823621,428177294,31,23,31,24
11825182,428144463,42,8,42,9
11825807,428152505,20,34,20,41
11827465,428387338,64,1,64,1
11830982,445320351,128,82,128,83
11837624,432193591,18,8,18,9
11837703,428750939,56,12,56,17
11841336,428782908,16,24,16,25
118435,2571018,33,4,33,5
1184358,34226755,91,40,91,42
11847368,429018577,47,27,47,28
1185001,34253085,69,1,69,1
11852574,429257966,10,12,10,13
11853384,429283560,91,16,91,21
11853462,432766439,131,20,131,21
11853638,429925682,20,8,20,13
11855738,435323209,67,16,67,19
11856768,438608960,380,16,380,17
11858175,429469882,36,4,36,5
1185874,34290247,17,4,17,5
11863083,429790334,57,0,57,1
11863694,456663388,183,0,183,1
11864186,431059066,8,8,8,11
11866881,429797418,144,5,144,5
11867418,430873946,24,8,24,32
11867830,429879669,23,1,23,1
11868096,431372264,25,45,25,46
11868259,429848998,48,1,48,1
11868482,430627140,103,8,103,10
11869599,434732170,46,20,46,24
11870165,429922494,12,1,12,1
1187296,34892809,95,4,95,9
11874395,430137088,12,12,12,20
118760,2583201,8,4,8,5
11876137,432615145,32,8,32,9
11877222,433921545,61,9,61,22
11877228,431250440,15,1,15,1
11877651,439719779,36,0,36,0
11879082,430344089,7,20,7,21
11879566,430372571,47,47,47,58
11880639,430428850,64,0,64,1
11882161,435850043,22,4,22,5
11883131,430549482,35,0,35,1
11883478,430566644,1,0,1,6
11884254,430615751,9,0,9,6
11884748,430646665,9,1,9,1
11885860,432736199,26,8,26,14
11890259,430874722,7,3,7,8
11890298,434945861,51,109,51,110
1189067,34406604,36,4,36,5
11890874,430908718,12,4,12,5
11891428,430921463,7,4,7,5
11891716,435399792,69,0,69,6
11892595,455237568,185,4,185,5
11893331,431037841,27,3,27,3
11893784,431026117,2,0,2,6
11893829,431031553,34,73,34,74
11895431,431103204,25,4,25,5
11896486,431118671,12,28,12,29
11896876,431562261,37,4,37,5
11898882,431201488,25,8,25,9
11899065,441089112,50,28,50,29
11900547,431359216,78,0,78,1
11901949,433864602,24,62,24,72
11903184,431588135,91,58,91,59
11905091,431432490,60,2,60,3
11905610,431416617,12,12,12,13
11906114,432510198,49,125,49,126
11906255,431453112,33,9,33,10
11906414,431590419,38,0,38,1
11907303,452926203,121,12,121,13
11907430,431737302,34,37,34,38
11908993,458260430,40,71,40,72
11909104,431739918,25,1,25,1
11909151,434225168,17,4,17,5
11909240,436789653,20,4,20,5
11912393,439670627,59,4,59,5
11913316,432555878,20,9,20,15
11914113,431761364,38,35,38,36
11914307,431759295,167,4,167,5
11915303,431800716,14,20,14,21
11915729,431811950,31,68,31,69
11918380,432033996,14,15,14,20
11919047,431916433,28,1,28,1
11919677,431957190,59,20,59,21
11923083,432071507,1,12,1,16
11923610,432114844,25,4,25,5
11923833,432185670,74,43,74,44
11925448,432161978,5,19,5,20
11925618,437404343,21,8,21,13
11926389,432304386,8,26,8,27
11928529,438135911,24,47,24,48
11929370,432315734,31,4,31,5
11929412,432365664,153,50,153,56
1193059,34543987,41,8,41,10
11931234,440315877,119,7,119,8
11935492,432607705,67,8,67,14
11936526,432722920,97,34,97,35
11936872,445160895,30,9,30,15
11940675,432825010,19,0,19,1
11943087,435753900,123,0,123,1
11943150,444896476,52,8,52,9
11943874,433062317,30,1,30,2
11944675,433013575,4,3,4,8
11946823,433108069,97,18,97,18
11949487,433255271,16,33,16,34
11950452,433273894,10,8,10,10
11950980,454754426,14,46,14,47
11953412,433371225,34,22,34,23
1195373,39079901,46,1,46,1
11954148,433412995,25,27,25,35
119545,2808473,48,54,48,55
1195465,34621978,14,36,14,37
11955520,433556321,40,0,40,1
11957684,444415512,9,0,9,6
11959213,448175082,88,27,88,28
11961112,433706418,17,15,17,19
11963526,433762247,25,12,25,13
11963840,433691604,6,30,6,31
11963878,433822956,19,4,19,5
11966772,433778486,2,0,2,6
11968307,441179022,15,4,15,5
11968307,446127212,64,99,64,100
11968536,434411147,109,0,109,0
11969819,433980164,44,17,44,20
11970475,434160597,32,4,32,5
11971290,433966948,101,145,101,146
1197139,35245279,270,0,270,1
11971573,450633448,86,24,86,27
1197279,34702424,12,0,12,1
11973233,441598558,86,0,86,1
11973850,434197304,48,0,48,1
11975355,434185272,5,41,5,42
11981243,434379877,11,5,11,5
11984787,460761686,204,49,204,50
11986242,434601398,32,12,32,14
11987275,434647916,28,6,28,6
11988167,434671980,29,1,29,1
11988580,439934498,30,25,30,34
11988938,434709990,25,8,25,14
1198907,34784641,24,7,24,13
11990157,434749544,2,0,2,5
11993286,445863925,104,0,104,1
11994651,434978320,25,2,25,2
11998330,435100026,18,19,18,20
11999299,449413426,127,76,127,77
12001590,440393987,15,8,15,12
12002044,449502241,131,19,131,20
12004480,440339594,94,8,94,14
12004501,435484050,44,6,44,7
12005099,435407467,11,0,11,6
12006653,435634605,56,5,56,5
12006709,435511476,73,1,73,1
12008615,435577719,13,37,13,38
12012991,441546867,86,26,86,27
12014219,438170748,111,4,111,5
12016478,456721175,99,4,99,5
12016692,435968407,36,8,36,10
12017375,438615085,38,87,38,88
12017746,435989044,15,8,15,14
12019566,436257148,19,83,19,84
12020439,436097392,16,12,16,18
12022547,436225040,26,13,26,15
12023080,438888046,35,4,35,5
12025174,436417400,22,5,22,5
12025820,446474689,64,4,64,5
12026931,436409523,7,28,7,29
1202887,34949109,19,26,19,138
12029961,436455221,58,4,58,5
12030032,450668435,67,3,67,4
12030434,436746200,19,49,19,53
12035685,436690431,15,19,15,20
12037375,436785261,34,1,34,1
12038411,436935761,26,62,26,70
12045810,437147138,179,0,179,1
12046224,437316262,28,1,28,1
12046271,439728331,31,4,31,5
12047861,437204357,12,6,12,11
12048293,437559236,81,85,81,86
12048714,437317734,288,8,288,13
12051552,437371563,8,32,8,35
12052212,437445073,18,15,18,18
12054994,453923240,77,4,77,5
12056216,444833130,68,8,68,10
12057863,437698015,107,94,107,95
12059918,437773622,20,60,20,61
12060705,437804505,26,8,26,9
12062230,437961536,57,42,57,43
12062401,437888575,14,4,14,10
12062625,440557320,88,4,88,6
12063984,438114040,44,8,44,14
12065140,438052240,175,11,175,13
12065287,438060244,29,8,29,11
12066980,439733325,39,4,39,5
120679,2621036,8,4,8,5
12067987,438238899,16,7,16,10
12068489,438332318,43,0,43,1
12069288,440652233,11,7,11,9
120699,2627931,62,0,62,1
12070443,447473139,24,37,24,38
12071588,438436038,141,124,141,125
12073098,438421605,15,1,15,1
12075563,454696053,18,12,18,13
12078408,452632060,15,26,15,27
1207895,35134952,31,11,31,16
1207990,35201893,30,4,30,10
12082004,441169598,16,8,16,10
12082449,446233471,69,34,69,35
1208467,35168092,94,1,94,1
12086112,439353978,148,20,148,21
12086218,447997240,54,7,54,7
12087290,443532269,10,1,10,1
1208820,35146993,22,20,22,21
12088495,439074223,12,1,12,1
12090369,439061813,10,0,10,6
12090536,448383658,161,16,161,24
12090969,439209304,56,34,56,38
12093062,439157311,10,1,10,1
12094242,441596535,21,2,21,5
12094264,439289718,27,37,27,38
12094454,439231009,27,58,27,59
12094802,439246194,8,40,8,41
12095288,439256247,13,3,13,3
12095861,439324862,30,46,30,47
12096076,439307620,6,1,6,2
12096548,439314986,51,4,51,7
12096740,440779406,7,30,7,31
12099150,439455490,28,8,28,10
12103910,439688766,44,1,44,1
12105435,439699636,12,31,12,37
12105516,439771332,50,8,50,9
12107617,439781551,31,1,31,1
1210910,36783221,49,9,49,10
12109999,439916325,49,27,49,30
12110876,444816424,25,22,25,23
12112281,439968912,7,5,7,10
12112572,440061704,14,23,14,28
12113026,440148431,80,5,80,5
12114885,440171265,22,3,22,3
1211528,35281448,58,39,58,43
12115417,440137634,39,4,39,5
12117852,440248800,17,1,17,1
1211789,35263925,17,3,17,3
12120258,440471372,16,7,16,10
12125319,466402777,41,48,41,59
12125460,440621147,14,43,14,44
12126943,440644718,13,4,13,5
12127146,440662447,32,14,32,15
12127838,440705856,10,59,10,60
12128990,440859742,71,4,71,5
12129438,440768328,2,26,2,27
1213028,35320094,31,42,31,46
12130685,440999061,58,0,58,1
12131381,440831795,27,0,27,1
1213159,35322748,17,8,17,20
12134936,441004360,36,28,36,34
12136456,444954537,187,4,187,10
12139318,441153793,14,4,14,10
12139889,441142366,17,4,17,10
12139938,441143074,14,4,14,5
12140735,441169288,6,30,6,31
12144730,441476417,31,25,31,26
12145379,441427891,70,25,70,26
12145463,441393441,40,4,40,5
12145837,441356965,30,8,30,9
12147637,443964903,74,10,74,18
12150890,441523281,51,48,51,49
12153889,446238376,51,49,51,52
12154785,441692134,26,24,26,27
12154785,441721002,43,8,43,15
12155327,441715282,16,36,16,37
12155334,441700218,5,17,5,26
12156692,441792237,17,50,17,51
12156710,441817226,44,55,44,56
12157160,441902200,42,1,42,1
12157944,441842817,8,0,8,6
1215829,35604691,8,16,8,19
12158802,453881008,304,36,304,37
1216092,59044788,107,1,107,1
12162550,442300109,76,8,76,9
12164656,442126627,21,10,21,12
12165044,442149351,17,0,17,1
12165847,442164240,25,5,25,5
12166317,442191485,10,64,10,65
12167683,449128560,29,4,29,5
12167964,442329044,25,0,25,1
12168184,446353872,26,57,26,58
12168699,442258942,16,36,16,37
